username,time,tweet
mariaaGE0,Tue Mar 01 05:29:25 IST 2016,Jake Decoste has a mailbox fetish
mariaaGE0,Mon Feb 22 09:02:47 IST 2016,@angelaamurray @aptsgoals someday 🙏🏼
mariaaGE0,Sat Feb 06 06:36:44 IST 2016,Lol 👌
mariaaGE0,Wed Jan 13 08:47:10 IST 2016,@MollyLooney  https://t.co/Cp9TEov8uq
mariaaGE0,Sat Jan 09 01:53:12 IST 2016,@MollyLooney couples that match together stay together
mariaaGE0,Fri Jan 01 13:30:59 IST 2016,@jhines21 @Swaggy___V he's already full of beef
mariaaGE0,Fri Jan 01 13:27:55 IST 2016,RT @jhines21: @MollyLooney shut the fuck up Molly
mariaaGE0,Fri Jan 01 13:25:30 IST 2016,@Jpags42 @BrighidFoley @ALomuscio35 please
mariaaGE0,Fri Jan 01 13:22:51 IST 2016,No but really #prayforransom
mariaaGE0,Fri Jan 01 12:57:18 IST 2016,Lol angelas tweet is irrelevant #somuchbeef
mariaaGE0,Fri Dec 25 03:13:19 IST 2015,@MollyLooney your going to get fired for this tweet
mariaaGE0,Thu Dec 10 06:46:36 IST 2015,RT @MollyLooney: Early day plans: Where should Maria and I cut down my Christmas tree tomorrow?
mariaaGE0,Fri Dec 04 09:30:13 IST 2015,"RT @FemalePains: ""I'ma start my homework"" https://t.co/WzEpBy9lKS"
mariaaGE0,Sat Nov 28 09:17:39 IST 2015,@angelaamurray @kAYLMAOoconnor nah
mariaaGE0,Sat Nov 28 09:16:25 IST 2015,@kAYLMAOoconnor of course
mariaaGE0,Thu Nov 26 22:12:14 IST 2015,Thankful for all the people in my life 💟
mariaaGE0,Thu Nov 26 09:07:58 IST 2015,RT @TweetLikeAGirI: in case you're having a bad day here's a vid of Justin Bieber lip syncing Big Girls Dont Cry by Fergie 😊 https://t.co/r…
mariaaGE0,Sun Nov 22 09:13:48 IST 2015,@lynnbrnn I'll come!
mariaaGE0,Thu Nov 19 17:28:59 IST 2015,"HAPPY BDAY BFF💟 even though you correct me way to much, shove me to the ground, and overall hate me @rickymankavech https://t.co/SPXcWCdWhn"
mariaaGE0,Mon Nov 16 08:23:34 IST 2015,@MollyLooney debatable
mariaaGE0,Fri Nov 13 07:52:34 IST 2015,@MollyLooney I hate you
mariaaGE0,Thu Nov 12 08:10:49 IST 2015,@MollyLooney too bad we don't lose
mariaaGE0,Wed Nov 11 05:39:11 IST 2015,@rickymankavech @WORLDSTARC0MEDY YOU'RE annoying
mariaaGE0,Tue Nov 10 08:28:26 IST 2015,@rickymankavech do it you won't
mariaaGE0,Tue Nov 10 08:22:58 IST 2015,I'm mad at Ricky. @rickymankavech
mariaaGE0,Mon Nov 09 05:48:22 IST 2015,@MollyLooney mems at #teds
mariaaGE0,Thu Nov 05 04:05:40 IST 2015,RT @AcapellaVid: IM CRYING AND HANGING ON FOR LIFE LMFAO  https://t.co/YpHsqi1h8W
mariaaGE0,Fri Oct 23 06:24:39 IST 2015,@MollyLooney  https://t.co/QXDJlTo90P
mariaaGE0,Mon Oct 12 20:28:46 IST 2015,@angelaamurray  https://t.co/LVbZMVbDxR
mariaaGE0,Tue Oct 06 07:23:09 IST 2015,@MollyLooney  https://t.co/vMDkseUrjO
mariaaGE0,Sun Oct 04 23:10:24 IST 2015,@mekel4321 HAPPY BIRTHDAY BUS BUDDY LOVE YOU TONS 💟 http://t.co/KDaCdt1BGf
mariaaGE0,Sun Oct 04 02:31:55 IST 2015,Mood: K bye
mariaaGE0,Mon Sep 28 02:59:52 IST 2015,Forever wishing I was a cheetah girl
mariaaGE0,Sun Sep 27 00:42:19 IST 2015,RT @MollyLooney: Love being the mom of my friend group and making sure everyone is alive the next morning👪
mariaaGE0,Wed Sep 23 05:53:22 IST 2015,RT @ramsvolleyball1: Shoutout to these two for rockin pink tonight and fighting breast cancer! #ftb #rickymank #vinnynap 💗😎 http://t.co/3vP…
mariaaGE0,Tue Sep 22 06:42:50 IST 2015,RT @ramsvolleyball1: Join us in the fight against breast cancer at our game vs Falmouth tomorrow! Students: 2$ adults:3$ all proceeds go to…
mariaaGE0,Sun Sep 20 20:05:17 IST 2015,Happy Birthday Vin 💟🐻 http://t.co/33ch91IBlg
mariaaGE0,Fri Sep 18 16:02:01 IST 2015,Happy birthday to the best mom out there I don't know where I would be without you 💟 @MollyLooney
mariaaGE0,Thu Sep 17 15:58:11 IST 2015,RT @Swaggy___V: @mariaaGE0  https://t.co/kx4nyGz88U
mariaaGE0,Fri Sep 11 05:54:19 IST 2015,RT @mollyloftus23: got in such a in depth conversation w the drive thru lady she handed me her engagement ring and phone to show me... trus…
mariaaGE0,Mon Sep 07 08:15:41 IST 2015,@MollyLooney he's your son that's awk :/
mariaaGE0,Sun Aug 30 00:33:48 IST 2015,So does anybody know what book I have to read for summer reading
mariaaGE0,Thu Aug 27 10:18:43 IST 2015,Summers over and I wanna cry
mariaaGE0,Wed Aug 26 02:21:27 IST 2015,Stranded at marshals cause Molly lost her keys
mariaaGE0,Sun Aug 23 05:55:35 IST 2015,@angelaamurray @MollyLooney SOARIN
mariaaGE0,Sun Aug 16 06:02:59 IST 2015,@MADDYGEO or people just aren't texting you
mariaaGE0,Sat Aug 15 09:18:56 IST 2015,RT @MollyLooney: Such an accurate description of my life http://t.co/cFMEqt41qf
mariaaGE0,Wed Aug 12 08:10:03 IST 2015,@kAYLMAOoconnor @WorldStarFunny HAHHAH I'm gonna push you over on Thursday :))
