username,time,tweet
DanHunterSports,Tue Mar 01 05:29:57 IST 2016,"Why do I think Dan Bilzerian is a dude, and Floyd Mayweather is a tosspot? Because The Blitz is always having fun? https://t.co/YPlglzdfiX"
DanHunterSports,Sun Feb 28 21:10:07 IST 2016,@rachyroxy123 don't want you tripping over... or standing in horse poop!
DanHunterSports,Sun Feb 28 21:08:00 IST 2016,"@rachyroxy123 reflection is a good thing, but watch where you are walking...!"
DanHunterSports,Sun Feb 28 21:05:56 IST 2016,@rachyroxy123 nice!
DanHunterSports,Sun Feb 28 17:50:39 IST 2016,"@loudibella @RealCFrampton Lou, stop being such a bitter old cynic. 5 rounds of all-out action is more than you get in a month on the PBC"
DanHunterSports,Sun Feb 28 05:31:53 IST 2016,I think the limitations of both Frampton and Quigg were exposed tonight. Neither beats the best super bantams and feathers in the world
DanHunterSports,Sun Feb 28 05:13:33 IST 2016,Has Scott Quigg left it too late?
DanHunterSports,Sun Feb 28 05:12:58 IST 2016,That bull-mastiff head of Frampton can sure absorb a shot!
DanHunterSports,Sun Feb 28 05:05:45 IST 2016,Quigg looks incredulous when Gallagher tells him he's behind
DanHunterSports,Sun Feb 28 05:04:46 IST 2016,@JessiJackalope he's literally forgotten how to jab
DanHunterSports,Sun Feb 28 05:02:47 IST 2016,...so Joe Gallagher's tactics were to let Frampton have the first five rounds...
DanHunterSports,Sun Feb 28 04:54:34 IST 2016,I wonder what Guillermo Rigondeaux and Leo Santa Cruz are making of this...
DanHunterSports,Sun Feb 28 04:45:51 IST 2016,"Quigg is so tense, he's fighting like he's forgotten all he's learned"
DanHunterSports,Sun Feb 28 04:41:49 IST 2016,@JessiJackalope Quigg needs to lose those nerves
DanHunterSports,Sun Feb 28 04:30:13 IST 2016,Michael Buffer is 71! The old bastard's still got it.
DanHunterSports,Sun Feb 28 04:25:07 IST 2016,lot of Paddies in this crowd!
DanHunterSports,Sun Feb 28 04:21:56 IST 2016,nice bit of Rock n Roll Star
DanHunterSports,Sun Feb 28 04:18:53 IST 2016,"I've got Quigg to pull off a stunning, early victory."
DanHunterSports,Sat Feb 27 04:04:48 IST 2016,@WBCBoxing asking for trouble with that question!
DanHunterSports,Thu Feb 25 16:30:46 IST 2016,@Scott__Weiland Interstate Love Song!
DanHunterSports,Thu Feb 25 02:26:53 IST 2016,Anyone remember when the KLF and Extreme Noise Terror kicked off The Brits? https://t.co/ntq3g4cXFN https://t.co/onKTL0VF81
DanHunterSports,Thu Feb 25 01:52:40 IST 2016,Anyone remember when the KLF and Extreme Noise Terror kicked off The Brits?
DanHunterSports,Tue Feb 23 03:43:58 IST 2016,@jo92loveridge @tattoofixers my man Sketch!
DanHunterSports,Tue Feb 23 03:43:10 IST 2016,@Miss_Dannie shout out to @HeavyEnglish - these dudes can seriously rock! https://t.co/BxbVrAYiFt
DanHunterSports,Tue Feb 23 00:44:10 IST 2016,@BleacherReport ...for the undertaker...
DanHunterSports,Tue Feb 23 00:43:24 IST 2016,"@Tom_Gray_Boxing @afowler06 Tom, @FloydMayweather is a career fraudster, the ""Bernie Madoff of Boxing"". It's all smoke and mirrors with him"
DanHunterSports,Tue Feb 23 00:21:21 IST 2016,"@Tom_Gray_Boxing @afowler06 Tom, that was just another of Mayweather's carefully orchestrated mismatches. Gatti was shot at that point."
DanHunterSports,Sun Feb 21 18:40:22 IST 2016,Can Aussie Bad Boy Nick Kyrgios claim his first ATP title in Marseille today? https://t.co/9UhADF5LdH https://t.co/J6rzF7tQUk
DanHunterSports,Sun Feb 21 18:36:55 IST 2016,Can big-serving Marin Cilic halt rising star Nick Kyrgios' title run in Marseille today? https://t.co/9UhADF5LdH https://t.co/Hy68cVU3Sa
DanHunterSports,Sun Feb 21 18:34:40 IST 2016,"Like him or loathe him, there's no escaping Aussie Bad Boy Nick Kyrgios - in action today! https://t.co/9UhADF5LdH https://t.co/26X5v3exyN"
DanHunterSports,Sun Feb 21 18:32:37 IST 2016,The Marseille ATP final between Marin Cilic and Nick Kyrgios takes place at 2 PM today! https://t.co/9UhADF5LdH https://t.co/GIWKCiAq8J
DanHunterSports,Sun Feb 21 18:30:35 IST 2016,It will be a battle of big-hitters when Nick Kyrgios and Marin Cilic meet in Marseille! https://t.co/9UhADF5LdH https://t.co/Xl19m2A2zX
DanHunterSports,Sat Feb 20 21:03:09 IST 2016,"@PunKandStuff saw them live at the Dovecot Arts Center, Stockton back in the day. RIP Subversa"
DanHunterSports,Sat Feb 20 14:54:23 IST 2016,Dont worry Rafa! There's still plenty of time to get on our fantastic Saturday tennis acca! https://t.co/4BdIfsVxpV https://t.co/F2sGs2HLeq
DanHunterSports,Sat Feb 20 14:42:24 IST 2016,"Our ATP semifinals acca stars Nadal, Delpo,Cilic, Kyrgios, Berdych, Dimitrov and more! https://t.co/4BdIfsVxpV https://t.co/xjfEC24rrA"
DanHunterSports,Sat Feb 20 14:37:31 IST 2016,"We have a great ATP semifinals accumulator for you today featuring Rafa, Delpo and more! https://t.co/4BdIfsVxpV https://t.co/QAn10pH1sy"
DanHunterSports,Fri Feb 19 13:34:30 IST 2016,@RickiSamHall still some nasty-assed spiders in the UK
DanHunterSports,Fri Feb 19 00:26:31 IST 2016,@BlackSabbath @PerthArena @LiveNationOzNz @allphonesarena @BrisbaneEntCent @ForBarrStadium can't believe Bill Ward hasn't made the effort
DanHunterSports,Thu Feb 18 05:05:11 IST 2016,@Piattiopolis @amyallantdf anyone spot the possibly unintentional 90's British glam-rock reference?
DanHunterSports,Wed Feb 17 17:41:23 IST 2016,All hail the mighty Earl Brutus! @Miss_Dannie @Scott__Weiland @PunKandStuff https://t.co/d4r8bSpPaY
DanHunterSports,Tue Feb 16 06:26:13 IST 2016,This surely ranks alongside Hearns KO2 Duran and Marquez KO6 Pacquiao as the one of the greatest ever one-punch KOs https://t.co/RJDXoDmzKI
DanHunterSports,Sun Feb 14 19:12:30 IST 2016,Martin Klizan is a great bet at 2/1 to beat Gael Monfils in today's Rotterdam final! https://t.co/0YTfPhIuqA https://t.co/xcGtfX77R3
DanHunterSports,Sun Feb 14 19:10:11 IST 2016,Can Martin Klizan's incredible Rotterdam run climax with the winners trophy today? https://t.co/0YTfPhIuqA https://t.co/jt3JiCwol6
DanHunterSports,Sun Feb 14 16:23:35 IST 2016,The ATP Rotterdam final between Gael Monfils and Martin Klizan is today at 3:30! https://t.co/0YTfPhIuqA https://t.co/9KlXeMbYnw
DanHunterSports,Sun Feb 14 15:09:36 IST 2016,RT @Miss_Dannie: @DanHunterSports @PunKandStuff @Scott__Weiland @YouTube True! This is so good. Thank you for sharing! Have an outrageous w…
