username,time,tweet
TBROOKS96,Mon Feb 29 23:14:11 IST 2016,#WhitePeopleInvitedToTheCookout Greg been lookin out since day 1 he can bring a side too 😂 https://t.co/LM7iB1fqxE
TBROOKS96,Sun Feb 28 20:53:05 IST 2016,Shoulda known it was too good to be true
TBROOKS96,Sun Feb 28 09:56:21 IST 2016,To all the Warriors fans out there...must be nice
TBROOKS96,Sun Feb 28 05:29:52 IST 2016,Go heaaaaaad bih 💀😩 https://t.co/4NNwgaaG8n
TBROOKS96,Sun Feb 28 05:08:25 IST 2016,😩
TBROOKS96,Sat Feb 27 02:08:15 IST 2016,Can't wife her until I see her without makeup 🙅🏽
TBROOKS96,Sat Feb 27 01:55:33 IST 2016,I'm gonna have to work for this one 🤔
TBROOKS96,Sat Feb 27 00:50:59 IST 2016,People really out here boostin themselves up 😂
TBROOKS96,Sat Feb 27 00:12:19 IST 2016,She actually has me nervous to pull up on her 😩
TBROOKS96,Fri Feb 26 23:43:40 IST 2016,Just gotta realize some people haven't matured the way I have since high school
TBROOKS96,Fri Feb 26 22:49:52 IST 2016,Can't be around people who are sad all the time 🙄
TBROOKS96,Fri Feb 26 22:47:18 IST 2016,Where is Alicia Keys 😩 I miss her music smh
TBROOKS96,Fri Feb 26 22:45:13 IST 2016,If you lie to me I'll play along to get more info and test your character
TBROOKS96,Fri Feb 26 21:24:14 IST 2016,If we haven't had consistent conversation in the past year then you don't know me
TBROOKS96,Fri Feb 26 10:28:06 IST 2016,Consistent conversation
TBROOKS96,Fri Feb 26 03:34:32 IST 2016,RT @collingayle: They don't know bout canes @TBROOKS96 https://t.co/u5TwiS5hTF
TBROOKS96,Fri Feb 26 03:34:29 IST 2016,I'm at canes rn 😂😂 https://t.co/mT6ROPu8Pn
TBROOKS96,Thu Feb 25 03:18:55 IST 2016,@ItsTreSavage 🙃🙃🙃
TBROOKS96,Thu Feb 25 02:37:14 IST 2016,RT @kswaggg10: Mood : https://t.co/XtUbVlFISD
TBROOKS96,Thu Feb 25 02:37:06 IST 2016,Chill 💀💀😩 https://t.co/AMWC1Kokw1
TBROOKS96,Thu Feb 25 02:23:40 IST 2016,7 on 7 in the quad wassup?
TBROOKS96,Thu Feb 25 02:23:21 IST 2016,RT @aliison42: ODU cancels for a chance of snow but not for tornado warnings and severe weather that cause me to have a panic attack while …
TBROOKS96,Wed Feb 24 23:45:38 IST 2016,She still don't fw me 🙄
TBROOKS96,Wed Feb 24 21:27:33 IST 2016,If you're funny just being you instead of trying too hard I find that attractive 😁
TBROOKS96,Wed Feb 24 21:24:33 IST 2016,Time and place for everything
TBROOKS96,Tue Feb 23 22:05:46 IST 2016,"RT @PorscheofSports: Ultra Light Beam, Street Lights, All Of The Lights, Flashing Lights....... this tweet has incredible merit https://t.c…"
TBROOKS96,Tue Feb 23 21:23:58 IST 2016,I gotta me more confident in my ways 😌
TBROOKS96,Tue Feb 23 03:11:49 IST 2016,I'll let her brush my hair backwards and mess up the waves...that's how you know it's real 😩😩
TBROOKS96,Tue Feb 23 01:14:30 IST 2016,Frown upside down 🙃🙂 https://t.co/EpE8cxIxoP
TBROOKS96,Tue Feb 23 00:59:00 IST 2016,Be a blessing to someone else and don't expect anything in return 🤔👍🏾
TBROOKS96,Tue Feb 23 00:01:23 IST 2016,I could @ so many people that do this to me 💀 https://t.co/dL7Wv2hndh
TBROOKS96,Mon Feb 22 23:25:04 IST 2016,RT @Witness_Speed26: 💀💀💀💀💀 https://t.co/ZbuTxGxYp0
TBROOKS96,Mon Feb 22 23:16:03 IST 2016,@itsleila_duh always here! 😂
TBROOKS96,Mon Feb 22 23:11:32 IST 2016,I can put you down  https://t.co/WxJp16gs0C
TBROOKS96,Mon Feb 22 23:00:34 IST 2016,RT @WSHHFANS: this vine will never get old https://t.co/VQlxVhWrl0
TBROOKS96,Mon Feb 22 22:23:52 IST 2016,Crazy how fast girls can switch up best friends 😂
TBROOKS96,Mon Feb 22 22:09:52 IST 2016,"""Why you already got a grade?"" 😩😩😩😩😩"
TBROOKS96,Mon Feb 22 20:56:36 IST 2016,Just be straight forward with me no time for games 😩😩
TBROOKS96,Mon Feb 22 20:44:02 IST 2016,@ErikBanton71 yeah true cause y'all looked better than what people expected but Dez was hurt too
TBROOKS96,Mon Feb 22 20:42:38 IST 2016,@ErikBanton71 worst division in football 😴
TBROOKS96,Mon Feb 22 20:18:02 IST 2016,🙋🏾 https://t.co/Y3decV1zdA
TBROOKS96,Mon Feb 22 20:05:41 IST 2016,Stupid questions do exist
TBROOKS96,Mon Feb 22 20:04:00 IST 2016,UVA locker room be lit every time I look at Doni snap 😂
TBROOKS96,Mon Feb 22 20:02:01 IST 2016,Tired of people telling me I have hoes 😴 I'm innocent until proven guilty!!!!!
TBROOKS96,Mon Feb 22 19:49:24 IST 2016,Always nervous about making the first move 😅
TBROOKS96,Mon Feb 22 12:18:35 IST 2016,Oomf put a spell on me last summer 😅😁
TBROOKS96,Mon Feb 22 12:03:15 IST 2016,@jlwhitttt7 guess we'll see 😅
TBROOKS96,Mon Feb 22 12:01:16 IST 2016,@jlwhitttt7 no 🙄
TBROOKS96,Mon Feb 22 11:56:00 IST 2016,Love saying reckless things
