username,time,tweet
71tube,Tue Mar 01 05:29:34 IST 2016,ill let it breathe for a minute so we could all get all up in it #on&on&on&on
71tube,Mon Feb 29 23:57:05 IST 2016,Is it too late to say I'm sorry now?!
71tube,Mon Feb 29 23:21:57 IST 2016,........................babe I'm not gonna...............................please....................................................please
71tube,Mon Feb 29 23:16:16 IST 2016,RT @hhcommission: #VicMensa Debuts “16 Shots” at Justice For Flint Event @VicMensa https://t.co/FFFibdUEXM
71tube,Mon Feb 29 23:06:25 IST 2016,RT @SECOM_jp: 【女性の防犯】セコム広報です。小型で気づきにくい盗聴器や盗撮カメラ。室内工事業者などを装って設置される恐れもあるため、不用意に人を部屋に入れないように気をつけましょう。https://t.co/tT8tcqUDxY https://t.co/cl25…
71tube,Mon Feb 29 15:01:56 IST 2016,U done flashed all night nigga u deserve it............yea 😆
71tube,Mon Feb 29 14:52:55 IST 2016,"Oh u stuntin?! I dont like that shit nigga, I dont like that shit nigga............"
71tube,Mon Feb 29 14:50:01 IST 2016,"Like, what nigga which nigga, like🐂👀😧😠😡👿🏃🙊💢💥😑😆😆😆😢😳😣💔🐻🐒⏳⌛📂✂ hype williams"
71tube,Mon Feb 29 14:42:48 IST 2016,"You know T be there, family affair...............yea"
71tube,Mon Feb 29 14:41:28 IST 2016,RT @philosophyyyyy: You have just been distracted.
71tube,Mon Feb 29 14:40:54 IST 2016,"RT @kvsxv: Not responsible for who I attract, I'm responsible for who I entertain."
71tube,Mon Feb 29 14:40:34 IST 2016,"RT @dabmandan: this is twitter, it's not that deep fam"
71tube,Mon Feb 29 14:39:23 IST 2016,RT @dabmandan: hate when you can literally feel someone losing interest in you
71tube,Mon Feb 29 14:39:09 IST 2016,"RT @SubaruImpreza_: 首次搭檔

#alfaromeo #alfa #subaru #subaruimpreza #156 #impreza by momoya_michael {pls RT|RT|pls Like|http://if… https://t.…"
71tube,Mon Feb 29 14:37:30 IST 2016,"RT @djstephfloss: First, we are so racially segregated it's disgusting!"
