username,time,tweet
Azhieboo,Thu Apr 09 22:57:08 IST 2015,just sitting waiting for a reply because time difference is awesome right! #sarcastic
Azhieboo,Thu Apr 09 22:55:20 IST 2015,@therealliledd It's missing me lmao
Azhieboo,Thu Apr 09 22:49:20 IST 2015,Makin love all night ♪
Azhieboo,Thu Apr 09 22:40:24 IST 2015,Just laying on the floor my body is beat
Azhieboo,Thu Apr 09 22:36:37 IST 2015,Where has @ZskyYyY been??
Azhieboo,Thu Apr 09 21:51:51 IST 2015,@christianmcog I've been trying to fix it it just is becoming more a bother
Azhieboo,Thu Apr 09 20:55:23 IST 2015,Hacked by some follower shit and I didn't do shit bloody fucking hell
Azhieboo,Thu Apr 09 20:27:31 IST 2015,"RT @ItsThatBoy_O: 😈 #GoodMorning Mentions?😈
📢 #Rt For A Mention  📢 
& (side notes💬)
🌟💯 #Fav For A Follow 💯 🌟
⛔ No FB = Unfollow ⛔
✌🏾️😏 Stra…"
Azhieboo,Thu Apr 09 17:58:42 IST 2015,Been three days and still only have one hand done
Azhieboo,Thu Apr 09 17:56:59 IST 2015,"RT @xvnexx: boys will be under other girl pics like "" 😍😫😏😘 "" but wont even like their girlfriend pics. they be mad when a dude under her's …"
Azhieboo,Thu Apr 09 17:35:47 IST 2015,Waiting for someone to check there twitter
Azhieboo,Thu Apr 09 17:32:29 IST 2015,I want to have a baby monkey they are so cute... Monkey over kids lol
Azhieboo,Thu Apr 09 17:22:09 IST 2015,@q_steeze If everyone could uh ya know retweet this tweet that be great lmao
Azhieboo,Thu Apr 09 17:21:18 IST 2015,@condomsovakids Morning
Azhieboo,Thu Apr 09 17:20:56 IST 2015,RT @Q_Steeze: IF YOUR NAME IS DONNY THERE AINT NO WAY YOU CAN SPIT GAME
Azhieboo,Thu Apr 09 16:52:51 IST 2015,Song of the day is........drum roll please...Nikki by Logic  <<< this song is the shit
Azhieboo,Thu Apr 09 16:48:34 IST 2015,You ever wish it took you five seconds to get From once place to another...maybe South Africa
