username,time,tweet
asvpxjesuss,Wed Apr 01 04:21:16 IST 2015,S/o to Edcouch who has the same pitcher pitching every game #sarcastic
asvpxjesuss,Sat Mar 28 11:01:45 IST 2015,RT @BestComedyVine: I'm really crying 😭 tf is this https://t.co/NxiN0H2XoE
asvpxjesuss,Sat Mar 28 10:12:19 IST 2015,RT @MikeRuga: DONT STOP RETWEETING ! http://t.co/DHB2D1nUXB
asvpxjesuss,Sat Mar 28 08:14:50 IST 2015,"RT @action4sports: HS Baseball FINAL:
Donna North 10, PSJA Southwest 0, in 4 innings
#RGV #txhsbaseball"
asvpxjesuss,Sat Mar 28 08:13:50 IST 2015,"Got that win 10-0 against Southwest in 4, good win for the team onto the next."
asvpxjesuss,Mon Mar 16 19:47:16 IST 2015,"RT @kpkeanu3: ""@AaronCantu9: @Brandonlaughs what did u say ? http://t.co/3PXqxV0H5P"" sibwei muncho mudding"
asvpxjesuss,Mon Mar 16 19:19:19 IST 2015,"RT @Darius_M4: Retweet & you will find this today 💵

 http://t.co/Eq3sdYPga7"
asvpxjesuss,Mon Mar 16 18:50:30 IST 2015,Bitch ruined my plans
asvpxjesuss,Mon Mar 16 17:37:13 IST 2015,"RT @Drrake: ⠀

⠀

⠀

⠀

⠀

⠀
⠀

⠀

⠀

⠀

⠀

⠀

⠀

⠀

⠀

⠀

⠀

⠀

⠀
⠀

⠀

⠀

⠀

⠀

⠀

⠀

⠀

⠀

⠀

⠀

⠀

⠀
⠀

⠀

⠀

⠀

⠀

⠀
⠀ http://t.co/myL…"
asvpxjesuss,Mon Mar 16 08:45:15 IST 2015,"RT @DarrionDaDon_: being handicap you can do this 😂😂😂👏👏https://t.co/0z8Dd8FfnH "" 😂😭😭😭 "" your funny dude 😂😂✋✋""💯💯 you really was driving that…"
asvpxjesuss,Mon Mar 16 07:33:59 IST 2015,Lmfao😂😂😂😂😂 @mariahjohley
asvpxjesuss,Mon Mar 16 07:33:25 IST 2015,"RT @PheMaleShit: When bae is sleep but I'm bored 
https://t.co/HNtnIojsCM"
asvpxjesuss,Mon Mar 16 07:32:32 IST 2015,I never know what Mariah's talking about 😐
asvpxjesuss,Mon Mar 16 06:16:47 IST 2015,Might get the Mako 😭
asvpxjesuss,Mon Mar 16 06:09:09 IST 2015,RT @BWGotheem: Welcome back A-rod..😂 #GotHeem http://t.co/8QGQtRObgt
asvpxjesuss,Mon Mar 16 05:29:13 IST 2015,"RT @KimKardashian: I'm very proud of my whole family, we've kept it real for 10 seasons. http://t.co/k1kgloxUH4"
asvpxjesuss,Mon Mar 16 05:29:07 IST 2015,"RT @HomeOfAthlete: YOU PLAY
Basketball 🏀
Football 🏈
Volleyball 🙌
Baseball ⚾
Hockey❄
Soccer ⚽
Tennis 🎾
Golf ⛳
Track 🏃
Wrestle💪
FAV & FOLLOW …"
asvpxjesuss,Mon Mar 16 05:01:52 IST 2015,"RT @mariahjohley: ""Freshman and sopohmore year you were a little bitch and bam you went all project x on me 😂😂😂"" - @asvpxjesuss"
asvpxjesuss,Mon Mar 16 04:54:23 IST 2015,RT @Carolina_472: Fun fact: I love watching softball
asvpxjesuss,Fri Mar 13 08:55:19 IST 2015,RT @common: Meet Mr. Price tomorrow! #RunAllNight http://t.co/VXrDCcXFj2
asvpxjesuss,Fri Mar 13 07:31:52 IST 2015,RT @BlackPplVines: Wtf are those?? 😂😭 http://t.co/fiuCsax4vb
asvpxjesuss,Sat Mar 07 08:28:56 IST 2015,"RT @rgvsports: #RGVBaseball Final: Donna North 8, Weslaco East 3. Manny Ramirez 2-3, 2 RBI's; Axel Vasquez 2-4, 2 RBI's"
asvpxjesuss,Thu Mar 05 07:42:23 IST 2015,RT @sportsmed_1: I regret nothing 💛💜⚾👏👑 #onceabucalwaysabuc #senior #softball http://t.co/wNmgOPQqco
asvpxjesuss,Thu Mar 05 07:33:56 IST 2015,"RT @AnAthleteSoul: YOU PLAY
Basketball 🏀
Football 🏈
Volleyball 🙌
Baseball ⚾
Hockey❄
Soccer ⚽
Tennis 🎾
Golf ⛳
Track 🏃
Wrestle💪
FAV & FOLLOW …"
asvpxjesuss,Thu Mar 05 07:26:23 IST 2015,RT @FreestyIeRaps: LET THEM KNOW 👏 http://t.co/C7z922Wqpv
asvpxjesuss,Thu Mar 05 07:18:57 IST 2015,RT @FreestyIeRaps: HE'S TOO GOOD ON THE PIANO BRUH https://t.co/iA9ETeLlas
asvpxjesuss,Thu Mar 05 06:49:02 IST 2015,RT @FreestyIeRaps: THIS THE WORST FUCKIN THING IVE EVER SEEN ON THE INTERNET SMFH http://t.co/VN5bCkZCd8
asvpxjesuss,Thu Mar 05 06:42:25 IST 2015,"RT @BasebaIICrew: Would you rather....

RT for hit a walk off HR
Fav for rob a HR to win the game http://t.co/jOQ87JSO9R"
