username,time,tweet
MagicalSaint,Mon May 25 20:45:34 IST 2015,It's a holiday and guess what i'll be doing today?????................................I'll be at freaking work. Yayyy #sarcastic
MagicalSaint,Mon May 25 09:28:19 IST 2015,"RT @incarceratedbob: MJ went through these guys Eastern Conf to win titles
#Isiah #Dumars #Rodman #Ewing #Miller #Shaq #Penny #Zo
@KingJame…"
MagicalSaint,Mon May 25 09:18:19 IST 2015,"@MrSwey22 nah, his on the court performance is why he's probably top 5. The over dramatics to wins, losses and simple plays is just too much"
MagicalSaint,Mon May 25 09:06:59 IST 2015,"Two Conference finals sweep??? Nah, son. David Stern woud have never let that shit happen."
MagicalSaint,Mon May 25 09:05:43 IST 2015,Lebron is an Awesome basketball player. But he gotta stop searching for a super nice things to say and stop being a Drama queen. MAN UP son!
MagicalSaint,Mon May 25 09:03:39 IST 2015,Just look at Kyrie's ole overrated ass
MagicalSaint,Mon May 25 09:02:43 IST 2015,Lebron is such a drama queen. FML
MagicalSaint,Mon May 25 08:58:46 IST 2015,Just give it to the Cavs just beucase Mike Scott is a dumb asshole
MagicalSaint,Mon May 25 08:57:20 IST 2015,You stupid. Mike Scott watched the ball go out of bounds
MagicalSaint,Mon May 25 08:54:48 IST 2015,Teague gotta stop show boating and just win the damn game.
MagicalSaint,Mon May 25 08:42:21 IST 2015,That's the coach of the Year ladies and gentlemen. Jason Kidd would have drawn up a way better play imo
MagicalSaint,Mon May 25 08:40:50 IST 2015,"Welp, Hawks lose"
MagicalSaint,Mon May 25 08:37:24 IST 2015,Lebron not gettin any calls and I LOVE IT!!!! Fuck the ole whiny bitch
MagicalSaint,Mon May 25 08:33:32 IST 2015,It's a Teague of their own #Corny
MagicalSaint,Mon May 25 08:30:17 IST 2015,Who's doing the damage for Atlanta??
MagicalSaint,Mon May 25 08:30:03 IST 2015,So fill me what did i miss??? Send me a vine of how Horford got ejected
MagicalSaint,Sun May 24 09:38:34 IST 2015,"@MagicMarkee Yep, that song went hard. I' just listened to it. Seems like the Pack was better than solo Lil B"
MagicalSaint,Sun May 24 09:35:45 IST 2015,Can't believe this Lil B/Pack song like 5 years old n shit. I thought this Lil B cat was some type new artist.
MagicalSaint,Sun May 24 09:32:51 IST 2015,@Hosier317 @MagicMarkee I'm the only person in the Twitter universe who's never heard that song. WOW. Even Amanda knows it lol shidddd
MagicalSaint,Sun May 24 09:31:26 IST 2015,@Elliott_Smith18 @CyFairSports I was a joke man. I know he's alive n well
MagicalSaint,Sun May 24 09:30:33 IST 2015,@MagicMarkee First time i ever heard it was 5 mins ago lol
MagicalSaint,Sun May 24 09:29:44 IST 2015,"@NoooNotSkiles You ""Fuck Kevin Durant""? I heard about it but never searched it"
MagicalSaint,Sun May 24 09:28:40 IST 2015,Just listened to 3 Lil b songs....ummmmm....He kinda sucks lol . The Vanz song was catchy though
MagicalSaint,Sun May 24 09:24:50 IST 2015,@NoooNotSkiles Fa real?? haha lmao Well that was easy
MagicalSaint,Sun May 24 09:23:11 IST 2015,So this cooking dance shit. Which song does Lil B do it in? I wanna see the music video
MagicalSaint,Sun May 24 09:19:40 IST 2015,"@HeySweetTweetz Listening to the Vanz song now, it aiight. It reminds me a song call bathing apes"
MagicalSaint,Sun May 24 09:19:13 IST 2015,@HeySweetTweetz I don't even follow him. Even after all this curse shit i still never made the effort to follow him.
MagicalSaint,Sun May 24 09:16:46 IST 2015,RT @The_April_Fool: Lmaooooo http://t.co/gybB4nntVt
MagicalSaint,Sun May 24 09:16:28 IST 2015,@HeySweetTweetz Shidddd i didn't eem know he was he was apart of a group. I'm gonna youtube Vanz right now lol
MagicalSaint,Sun May 24 09:14:51 IST 2015,@MagicMarkee I'm lost. What's the name of this song? i'll youtube it
MagicalSaint,Sun May 24 09:14:18 IST 2015,RT @DaLIzMoBeta21: @MagicalSaint I couldn't even go through one whole minute http://t.co/BdLJ5lGGmB
MagicalSaint,Sun May 24 09:14:12 IST 2015,@DaLIzMoBeta21 i've never heard one song from him. Just found out who he was a few days ago
MagicalSaint,Sun May 24 09:12:06 IST 2015,Yall be real. How many of you heard at least one song from the Lil B nigga?
MagicalSaint,Sun May 24 09:06:47 IST 2015,@MagicMarkee The lovely @ROSGO21 .....that woman is so fine
MagicalSaint,Sun May 24 09:05:39 IST 2015,"Steph Curry owns the the Southwest division. If Lebron had to play 3 teams from the Southwest Div to reach the Finals, He'll fail for sure"
MagicalSaint,Sun May 24 09:03:08 IST 2015,I would have rather see the Rockets lose game 6 of the 2nd round than get swept in the WCF.
MagicalSaint,Sun May 24 08:59:27 IST 2015,Olajuwon must be rolling over in his grave
MagicalSaint,Sun May 24 08:52:17 IST 2015,I just know Dwight gonna get himself ejected in game 4. His big pussy is so predictable
MagicalSaint,Sun May 24 08:50:45 IST 2015,I'm home and i haven't missed much. Dubs handing the Rockets their asses like expected
MagicalSaint,Sat May 23 09:00:27 IST 2015,"@MrSwey22 @NBAHistory @NBA @stevekylerNBA Yup, that definitely happened."
MagicalSaint,Sat May 23 08:59:57 IST 2015,"@vado242 Yeah, you right. I be tweeting from the top of my head off memory, i don't search before i tweet. My bad."
MagicalSaint,Sat May 23 08:56:54 IST 2015,@vado242 Why i thinking 5? Let me search that
