username,time,tweet
Paow_22,Fri Feb 26 08:27:48 IST 2016,@imthepooras I know right... we can just live with global warning now #sarcasm
Paow_22,Fri Feb 26 08:26:54 IST 2016,#Comm230 https://t.co/Cwr9TKaQ3z
Paow_22,Fri Feb 26 08:23:08 IST 2016,"RT @TrumpWinsImOut: https://t.co/05TWyTzSn4
Yeah-huh sureee Trump so honest #GOPDebate #COMM230 (IAgreeButStill)"
Paow_22,Fri Feb 26 08:18:10 IST 2016,#Kasich and #Carson speak less but make the most points #Interesting #GOPDebate #Comm230
Paow_22,Fri Feb 26 08:15:48 IST 2016,Logos and Ethos and Pathos in that health care plan. #Kasich's plan is super thorough. Please repulicans nominate him. #GOPDebate #Comm230
Paow_22,Fri Feb 26 08:12:51 IST 2016,Trump is about 100% appeal to ignorance #Comm230 #GOPDebate
Paow_22,Fri Feb 26 08:08:18 IST 2016,"@SJcomm230  ""I spy an I-spec violation!!"" #LoveThis #Comm230"
Paow_22,Fri Feb 26 08:05:41 IST 2016,#BenCarson #WeakAnalogy #GOPDebate #Comm230
Paow_22,Fri Feb 26 08:04:49 IST 2016,The moderator #CXclarification question. #Comm230 #GOPDebate
Paow_22,Fri Feb 26 08:02:05 IST 2016,RT @khopkins611: Where is Ben Carson? #comm230
Paow_22,Fri Feb 26 08:01:56 IST 2016,"#Rubio It should be Obama's job to replace Scolia, if you are following the constitution's original intent. #GOPDebate #Comm230"
Paow_22,Fri Feb 26 07:59:09 IST 2016,When are commercials? #IneedAbreak #GOPDebate #Comm230
Paow_22,Fri Feb 26 07:56:57 IST 2016,"#Cruz Supreme Justices aren't supposed to be in your pocket, they are supposed to uphold the constitution. #GOPDebate #Comm230"
Paow_22,Fri Feb 26 07:55:38 IST 2016,"RT @DerekDkramer2: Cruz, you ever consider that maybe your views just aren't constitutional? #COMM230"
Paow_22,Fri Feb 26 07:50:53 IST 2016,#Carson is #pivoting the question because he turned the question in his favor. #GOPDebate #Comm230
