username,time,tweet
ElBoydie,Wed May 13 10:06:13 IST 2015,tweet
ElBoydie,Wed May 13 10:05:44 IST 2015,idfk i bake
ElBoydie,Wed May 13 10:05:33 IST 2015,stop complain go get nigga
ElBoydie,Wed May 13 10:04:34 IST 2015,yeah lol i gonna tell shit mo yo
ElBoydie,Wed May 13 10:03:48 IST 2015,worri nigga
ElBoydie,Wed May 13 10:03:26 IST 2015,know
ElBoydie,Wed May 13 10:02:57 IST 2015,kinda
ElBoydie,Wed May 13 10:01:11 IST 2015,noth yo i play
ElBoydie,Wed May 13 10:00:50 IST 2015,rt ha sike you thought
ElBoydie,Wed May 13 10:00:15 IST 2015,want
ElBoydie,Wed May 13 09:59:40 IST 2015,true true
ElBoydie,Wed May 13 09:58:54 IST 2015,mean asf rn
ElBoydie,Wed May 13 09:58:16 IST 2015,rt hoe gonna alway hoe smh
ElBoydie,Wed May 13 09:57:55 IST 2015,
ElBoydie,Wed May 13 09:57:19 IST 2015,still bae
ElBoydie,Wed May 13 09:56:31 IST 2015,nigga chill
ElBoydie,Wed May 13 09:54:39 IST 2015,rt basic
ElBoydie,Wed May 13 09:52:21 IST 2015,rt when somebodi ask me if im high
ElBoydie,Wed May 13 09:50:23 IST 2015,rt rememb
ElBoydie,Wed May 13 09:49:22 IST 2015,good
ElBoydie,Wed May 13 09:49:11 IST 2015,follow tho
ElBoydie,Wed May 13 09:46:53 IST 2015,rt i wanna laugh smile time
ElBoydie,Wed May 13 09:44:26 IST 2015,nah nigga got
ElBoydie,Wed May 13 09:43:36 IST 2015,damn
ElBoydie,Wed May 13 09:43:07 IST 2015,call plug nigga pull line
ElBoydie,Wed May 13 09:42:42 IST 2015,
ElBoydie,Wed May 13 09:41:46 IST 2015,bout tho
ElBoydie,Wed May 13 09:41:11 IST 2015,i
ElBoydie,Wed May 13 09:40:21 IST 2015,better wake punk ass
ElBoydie,Wed May 13 09:40:09 IST 2015,i think sleep weak tho
ElBoydie,Wed May 13 09:39:29 IST 2015,right
ElBoydie,Wed May 13 09:38:45 IST 2015,need chill tho
ElBoydie,Wed May 13 09:36:39 IST 2015,yeah nigga
ElBoydie,Wed May 13 09:36:26 IST 2015,
ElBoydie,Wed May 13 09:36:04 IST 2015,gay
ElBoydie,Wed May 13 09:34:23 IST 2015,forreal tri take trip
ElBoydie,Wed May 13 09:32:06 IST 2015,i never take groupi eat
ElBoydie,Wed May 13 09:31:32 IST 2015,nigga
ElBoydie,Wed May 13 09:30:54 IST 2015,dm lol
ElBoydie,Wed May 13 09:30:14 IST 2015,fuck mean
ElBoydie,Wed May 13 09:29:51 IST 2015,wish nigga
ElBoydie,Wed May 13 09:29:37 IST 2015,person tri talk ever gotta move fuckgam
ElBoydie,Wed May 13 09:28:11 IST 2015,get hint
ElBoydie,Wed May 13 09:27:23 IST 2015,cav tho
ElBoydie,Wed May 13 09:26:13 IST 2015,liter tweet min ago
ElBoydie,Wed May 13 09:25:38 IST 2015,girl say side nigga mean
ElBoydie,Wed May 13 09:23:38 IST 2015,
ElBoydie,Wed May 13 09:22:41 IST 2015,aight hummi
ElBoydie,Wed May 13 09:22:31 IST 2015,okay need get fuck smart i thought calm piss self
