username,time,tweet
wyndall93,Thu Feb 25 01:56:44 IST 2016,  whaa but we have to follow policy to the letter no gray areas nextchat 
wyndall93,Thu Feb 25 01:55:59 IST 2016, nextchat hardest part need to keep reminding supervisors of this some are better than others
wyndall93,Thu Feb 25 01:54:46 IST 2016,hello nextchat 
wyndall93,Thu Feb 25 01:53:46 IST 2016,congrats phd 
wyndall93,Thu Feb 25 01:52:39 IST 2016, currently ee is trying a new allergy med which could take care of situation we are public so cannot tell others no peanuts
wyndall93,Thu Feb 25 01:50:19 IST 2016, nextchat a phone call goes a long way
wyndall93,Thu Feb 25 01:49:05 IST 2016, nextchat yes have to remind sups that they cant make that call
wyndall93,Thu Feb 25 01:47:16 IST 2016,allergies -- a peanut allergy accommodation just came across my desk nextchat  
wyndall93,Thu Feb 25 01:45:55 IST 2016,rt  bmeyer remember this nextchat
wyndall93,Thu Feb 25 01:44:01 IST 2016, nextchat we need to help supervisors on how to have those conversations when others think it isnt fair
wyndall93,Thu Feb 25 01:41:33 IST 2016,amberpilcher  me too we are putting together training on reasonable accommodations for supervisors for that reason nextchat
wyndall93,Thu Feb 25 01:40:12 IST 2016,bmeyer nextchat their first choice is probably a lot more reasonable than you think
wyndall93,Thu Feb 25 01:39:19 IST 2016, nextchat not talking to the employee assume the worst think they need to be fair to other staff
wyndall93,Thu Feb 25 01:37:22 IST 2016, hi glad to have made it nextchat importanttopic
wyndall93,Thu Feb 25 01:36:43 IST 2016, nextchat  dont assume you know what they are going to ask for amazing what happens when you talk to them
wyndall93,Thu Feb 25 01:35:15 IST 2016,rt   a1  and this is particularly the case when its a hidden disability  much more challenging for the empl…
wyndall93,Thu Feb 25 01:34:31 IST 2016, nextchat talk to your employee what do they need and how can we help
wyndall93,Thu Feb 25 01:16:22 IST 2016,  will be checking in during a training session this is one we are working on right now in my office
wyndall93,Thu Feb 25 01:06:15 IST 2016, is there another chat i need to check out lovetwitterchats
wyndall93,Thu Feb 25 01:05:02 IST 2016, i never understood that saying probably because my babies rarely slept
wyndall93,Thu Feb 25 00:14:07 IST 2016,thanks perkinsrestaurantandbakery for the discount at lunch
wyndall93,Wed Feb 24 22:16:57 IST 2016,those who complain the most usually work the least sotrue letmemakealist
wyndall93,Wed Feb 24 22:09:55 IST 2016,the dailey journey bearing fruit lentprayers 
wyndall93,Wed Feb 24 20:32:07 IST 2016,my fitbit fitstatsenus for 2/23/2016 12416 steps and 53 miles traveled 
wyndall93,Wed Feb 24 20:12:45 IST 2016,rt  meet people where they are not where you are or where you want them to be coaching
wyndall93,Wed Feb 24 20:12:32 IST 2016,rt  the reason behind good wednesday and other days  - do the work  -  hr connections shrm networ…
wyndall93,Wed Feb 24 20:11:47 IST 2016,rt  if you are not an effective communicator your listener will divert attention to other communication methods text ema…
wyndall93,Wed Feb 24 20:10:41 IST 2016,rt  nextchat accommodating disabilities in the workplace   today at 3pm et ada
wyndall93,Wed Feb 24 18:22:01 IST 2016,  is there a hashtag for those questions want to use them in interview training whatnottodo
wyndall93,Wed Feb 24 03:00:19 IST 2016,rt  kids these days  
wyndall93,Tue Feb 23 23:42:03 IST 2016,im on my way to 5k exercised 30min total 8min running fitness22  
wyndall93,Tue Feb 23 18:13:58 IST 2016,hoping i can find time to get in on this tomorrow in between a training  selling  cookies 
wyndall93,Tue Feb 23 16:34:51 IST 2016,my fitbit fitstatsenus for 2/22/2016 12141 steps and 53 miles traveled 
wyndall93,Tue Feb 23 00:39:15 IST 2016, ive been invited to join a running group whathaveidone
wyndall93,Tue Feb 23 00:23:09 IST 2016,im on my way to 5k exercised 30min total 8min running fitness22  
wyndall93,Mon Feb 22 17:43:32 IST 2016, via 
wyndall93,Mon Feb 22 14:36:53 IST 2016,my fitbit fitstatsenus for 2/21/2016 9761 steps and 4 miles traveled 
wyndall93,Mon Feb 22 08:08:38 IST 2016,rt  the more i read the bible and the more i try to follow jesus the more i find myself becoming deeply radical
wyndall93,Mon Feb 22 08:07:29 IST 2016,jesus thanks going well we want to check out the 830 service but need to get up a little earlier 😉
wyndall93,Sun Feb 21 18:38:56 IST 2016,1000gifts2016 lots and lots of steps yesterday -- no wonder the girls were tired 
wyndall93,Sun Feb 21 13:34:53 IST 2016,my fitbit fitstatsenus for 2/20/2016 17959 steps and 74 miles traveled 
wyndall93,Sun Feb 21 08:08:30 IST 2016,themuppetmove they dont look like presbyterians to me
wyndall93,Sun Feb 21 06:19:00 IST 2016,girlscouts cookie wine pairing sauvignon blanc  lemonades yum 
wyndall93,Sun Feb 21 04:06:13 IST 2016,how can you say no to this face buysomecookies girlscouts 
wyndall93,Sun Feb 21 03:58:28 IST 2016,come see us at walmart  pick up your girlscouts cookies today   walmart… 
wyndall93,Sat Feb 20 14:33:20 IST 2016,my fitbit fitstatsenus for 2/19/2016 14301 steps and 61 miles traveled 
wyndall93,Sat Feb 20 05:59:22 IST 2016,more cookies girlscouts  cookieboss  flandreau indian school 
wyndall93,Fri Feb 19 22:43:05 IST 2016,    blue amo   thanks steve love finding new peeps to follow
wyndall93,Fri Feb 19 19:40:38 IST 2016,gotta love the assistant who brings you breakfast on a friday morning tgif  
wyndall93,Fri Feb 19 17:33:22 IST 2016,my fitbit fitstatsenus for 2/18/2016 7608 steps and 32 miles traveled 
