username,time,tweet
chasehoganjone1,Wed Feb 24 23:49:47 IST 2016,  whoa that makes me really wanna play 
chasehoganjone1,Wed Feb 24 07:51:11 IST 2016, xbox servers for blops 3 down
chasehoganjone1,Wed Feb 24 07:35:54 IST 2016,rt  im not sure you can chant overrated to an unrated team but dear lord please dont rush the court great win for …
chasehoganjone1,Wed Feb 24 07:35:10 IST 2016,rt  make sure you get on the trump line and are not mislead by the cruz people they are bad be careful
chasehoganjone1,Wed Feb 24 06:16:59 IST 2016, i hope they dont get burnt out like auburn winning almost whole game then blow it go hogs
chasehoganjone1,Wed Feb 24 05:05:47 IST 2016,rt  so pumped for that h1 pistol 
chasehoganjone1,Wed Feb 24 04:55:36 IST 2016,rt  tell me and i forget teach me and ill remember involve me and ill learn -benjamin franklin - one of my favorite qu…
chasehoganjone1,Tue Feb 23 21:21:53 IST 2016,rt  ted cruz lifts the bible high into the air and then lies like a dog-over and over again the evangelicals in sc figu…
chasehoganjone1,Tue Feb 23 18:31:35 IST 2016,rt  schoolschooschoschscsslslesleesleep
chasehoganjone1,Mon Feb 22 18:12:19 IST 2016,rt  a number of months ago i was not expected to win south carolinated cruz was and yet i won in a landslide - every gr…
chasehoganjone1,Mon Feb 22 10:16:40 IST 2016,rt  apart from  winning this is what i think about wwefastlane garbage
chasehoganjone1,Mon Feb 22 10:03:10 IST 2016, was the very best part of fast lane they need to carry on his momentum wwefastline
chasehoganjone1,Mon Feb 22 02:29:39 IST 2016,beautiful arkansas at wooly hollow 
chasehoganjone1,Mon Feb 22 01:54:58 IST 2016,hiking wooly hollow 
chasehoganjone1,Sun Feb 21 21:56:33 IST 2016,       roman reigns wins bummer
chasehoganjone1,Sun Feb 21 08:54:38 IST 2016,rt  what a great night thank you south carolina a special place with truly amazing people love
chasehoganjone1,Sun Feb 21 02:41:25 IST 2016,rt  little hike along barron creek today  
chasehoganjone1,Sat Feb 20 23:04:45 IST 2016,rt  i wonder if president obama would have attended the funeral of justice scalia if it were held in a mosque very sad th…
chasehoganjone1,Sat Feb 20 23:03:54 IST 2016,rt  thanks to the lord
chasehoganjone1,Fri Feb 19 22:45:04 IST 2016,rt  based on feedback a new permanent social playlist w/ rotating gametypes is now available jump into social ctf now 
chasehoganjone1,Fri Feb 19 12:25:20 IST 2016,rt  aj styles how to turn no to yes 
chasehoganjone1,Fri Feb 19 12:17:54 IST 2016,rt  video chris jericho vs the miz smackdown february 18 2016  
chasehoganjone1,Fri Feb 19 06:54:18 IST 2016,rt    haha this courtroom outta order
chasehoganjone1,Fri Feb 19 06:53:55 IST 2016,  all rise the honorable judge rodger scott presiding
chasehoganjone1,Fri Feb 19 06:38:17 IST 2016,   made my early mornings after late nights in the jail better and now on the way to the court as bailiff better
chasehoganjone1,Fri Feb 19 06:13:31 IST 2016,   1037thebuzz bernie sanders was involved in this somehow just saying
chasehoganjone1,Fri Feb 19 06:12:47 IST 2016,   1037thebuzz well he needed to move i dont think he realized he was actually in the kum n go
chasehoganjone1,Fri Feb 19 06:04:03 IST 2016,   1037thebuzz apparently he wasnt impressed with big red stores lol
chasehoganjone1,Fri Feb 19 05:43:42 IST 2016,rt  backstage news is if johncena doesnt return from injury undertakers opponent will be sting  or goldberg 
chasehoganjone1,Fri Feb 19 04:27:55 IST 2016,rt  who are you supporting  fastlane  final 😁
chasehoganjone1,Thu Feb 18 05:47:32 IST 2016,rt  do you want see deanambrose as wwe whc rt  yeslike  no 
chasehoganjone1,Thu Feb 18 05:05:35 IST 2016,rt  official aj styles vs chris jericho at wwefastlane 
chasehoganjone1,Wed Feb 17 08:08:34 IST 2016,rt  had a neon night with  with a great group of nike staff and coaches wooopig good time 
chasehoganjone1,Wed Feb 17 05:26:04 IST 2016,rt  the arena req bundle is now available grab the bundle for a total of 14 premium packs and a bonus mark v alpha set 
chasehoganjone1,Tue Feb 16 06:32:33 IST 2016,rt   wants to give away america sneaky snake wants to gives away college tuition to illegal immigrants  https…
chasehoganjone1,Tue Feb 16 05:31:49 IST 2016,   if you worked at a jail you wouldnt be able to tell
chasehoganjone1,Tue Feb 16 05:25:42 IST 2016,     plbbbbbbt loser makeamericagreatagain
chasehoganjone1,Mon Feb 15 16:30:30 IST 2016,rt  weve got details on halo 5s next free update  
chasehoganjone1,Mon Feb 15 08:10:10 IST 2016,rt   got some elevation against 20 most insane spots of the week https…
chasehoganjone1,Sun Feb 14 20:27:09 IST 2016,watching uncle chasey cartoons 
chasehoganjone1,Sun Feb 14 19:52:39 IST 2016,sweet emerson getting so aunt nicolle snuggle time blessed 
chasehoganjone1,Sun Feb 14 19:06:40 IST 2016,rt  lol 😂😂 
chasehoganjone1,Sat Feb 13 21:39:16 IST 2016,my pre plunge face and a dang good pre plunge breakfast 
chasehoganjone1,Sat Feb 13 06:14:00 IST 2016,valentines date night with nicolle at red lobster 
chasehoganjone1,Sat Feb 13 04:07:16 IST 2016,rt  well its official - i have accepted the invitation to be inducted into the wwe hof honored
chasehoganjone1,Fri Feb 12 21:48:08 IST 2016,rt   you are a good man and a loving father hold on im sure everything will be fine im with you
chasehoganjone1,Fri Feb 12 18:33:57 IST 2016,at the valero in spring hill just had an amazing leg workout with my… 
chasehoganjone1,Fri Feb 12 08:34:49 IST 2016,rt blackw3ll that match was better than most ppv matches  beats  it was a 10/10 wwe smackdown jerichov…
chasehoganjone1,Fri Feb 12 08:14:02 IST 2016,rt  dont miss  versus  now on smackdown 
chasehoganjone1,Fri Feb 12 08:12:08 IST 2016,rt  tonight  looks to go 2-0 vs  on smackdown at 8/7c on network  
