username,time,tweet
volsfan7861,Sat Feb 27 18:36:45 IST 2016,gee i sure wish the world revolved around me so i could make fun of people im no better than 
volsfan7861,Sat Feb 27 18:04:03 IST 2016,rt  rt if youve seen every episode of blue mountain state more than 3 times
volsfan7861,Thu Feb 25 11:31:58 IST 2016,rt  hope to see many of you in nashville saturday… 
volsfan7861,Tue Feb 23 18:18:29 IST 2016,lets go build some shit
volsfan7861,Tue Feb 23 18:16:14 IST 2016,sharuh everywhere lol back in winfield now though havent heard from you in a while
volsfan7861,Tue Feb 23 18:02:27 IST 2016,rt  you have the right to hold any belief you dont automatically have the right to have that belief respected though it ha…
volsfan7861,Mon Feb 22 18:04:28 IST 2016,rt  talking about our problems is sometimes our greatest addiction break the habit talk about your blessings
volsfan7861,Mon Feb 22 18:04:13 IST 2016,rt  nurture your mind with great thoughts
volsfan7861,Mon Feb 22 18:04:10 IST 2016,rt  you wont regret being patient but you will regret giving up
volsfan7861,Mon Feb 22 18:04:03 IST 2016,rt  stop analyzing other folks performance and work on yourself🤓😀 
volsfan7861,Mon Feb 22 18:02:53 IST 2016,sharuh womanwhere have you been
volsfan7861,Sun Feb 07 00:35:55 IST 2016,i just filed my federal and state taxes with  for free bam absolute0 sponsored 
volsfan7861,Thu Jan 28 04:00:43 IST 2016,rt  if you think youre gonna walk all over me you can move along with that stupid shit i dont have time for childish games
volsfan7861,Thu Jan 28 04:00:20 IST 2016,rt  datelinenbc 
volsfan7861,Thu Jan 28 03:59:51 IST 2016,rt  fuck you fuck you fuck you for messing with my feelings
volsfan7861,Thu Jan 28 03:59:46 IST 2016,rt  party tip sometimes its ok to not feel ok because accepting that you dont feel ok can actually make you feel ok again ok
volsfan7861,Sun Jan 03 01:00:03 IST 2016,rt  this is without question the most dominant bowl season in college football history and arkansas hasnt even played yet
volsfan7861,Fri Jan 01 23:12:02 IST 2016,espn2  trolling tennessee with grumors happynewyear
volsfan7861,Fri Jan 01 22:35:44 IST 2016,here we go govols
volsfan7861,Mon Dec 14 18:03:11 IST 2015,rt  your desire to change must always be greater than your desire to stay the same
volsfan7861,Mon Dec 14 18:01:07 IST 2015,record a cheap 300 demo and girls round here drop all respect and clothes for you smh
volsfan7861,Wed Oct 28 07:17:47 IST 2015,fuck it
volsfan7861,Tue Jul 07 07:28:32 IST 2015, are yall really planning on opening back up in winfield al i would be really happy
volsfan7861,Tue Jul 07 06:07:46 IST 2015,rt  greatest college football program• round of 32 •rt  tennessee volunteersfav  lsu tigers 
volsfan7861,Tue Jul 07 05:34:49 IST 2015, haun the vol twitter alliance is strong get in trouble on here youll have people helping around the country
volsfan7861,Mon Jul 06 07:41:17 IST 2015,rt reed dobbs is out here trying to save the world from a meteor hitting us and kentuckys qb is 
volsfan7861,Mon Jul 06 05:54:53 IST 2015,rt  never ever forget 
volsfan7861,Mon Jul 06 05:00:34 IST 2015,why cant it just be football season already
volsfan7861,Mon Jul 06 04:55:13 IST 2015,rt  when you buy the best fireworks in the store😂 
volsfan7861,Sun Jul 05 20:38:37 IST 2015,oh shit who is this chick
volsfan7861,Sat Jul 04 02:52:48 IST 2015,rt  retweet this if you want  to bring back ncaa football each rt1 opinion 
volsfan7861,Fri Jul 03 22:51:26 IST 2015,always prepared to fish 
volsfan7861,Fri Jul 03 07:00:04 IST 2015,rt  join us   in campaign to get football  to put these up on every neyland fan entrance http//…
volsfan7861,Thu Jul 02 07:42:45 IST 2015,rt 6billionpeople no matter what happens no matter how far you seem to be away from where you want to be never stop believing that you …
volsfan7861,Thu Jul 02 07:42:36 IST 2015,rt  global brands unite as ut completes move to nike  
volsfan7861,Thu Jul 02 05:16:18 IST 2015, oh shit my money is on you
volsfan7861,Sun Jun 28 06:13:23 IST 2015,i wanna fuck a bitch that smells like mcdonalds
volsfan7861,Sun Jun 28 05:45:52 IST 2015,jasper prepare yourself we are on our way
volsfan7861,Sat Jun 27 09:05:02 IST 2015, no but only a few hours i like hearing gunshots and not thinking anything about it
volsfan7861,Sat Jun 27 09:02:08 IST 2015, i aint no cali boy
volsfan7861,Sat Jun 27 09:00:14 IST 2015, i know i just read the whole thread took me a while
volsfan7861,Sat Jun 27 08:59:28 IST 2015, got her to say go vols thats a win
volsfan7861,Sat Jun 27 08:58:19 IST 2015,congrats on your latest twitter win 
volsfan7861,Thu Jun 25 08:17:37 IST 2015,rt tn the best part about tennessee is that we arent alabama
volsfan7861,Sun Jun 21 22:59:38 IST 2015,the perfect relationship that happens at the wrong time in your life are the worst ones
volsfan7861,Sat Jun 20 05:06:44 IST 2015,i swear nothing ever seems good enough anymore
volsfan7861,Wed Jun 17 16:58:07 IST 2015,fuck it
volsfan7861,Wed Jun 17 16:52:56 IST 2015,i dont even care anymore
volsfan7861,Wed Jun 17 16:41:12 IST 2015,rt  inkspirations is coming up 720 on joy620 the bob bell show powered by   tune in and lets grow http//…
volsfan7861,Wed Jun 17 16:41:02 IST 2015,go vols
