username,time,tweet
AndiDoubleV,Tue Mar 01 05:29:46 IST 2016,x-mendofp rogue cut is such a more satisfying film than the original dofp release
AndiDoubleV,Mon Feb 29 17:18:00 IST 2016, hey larry any idea when the next batch of back-compat will hit 
AndiDoubleV,Mon Feb 29 17:16:22 IST 2016,when you forget how bad  standard delivery is because youve been priming it for so long
AndiDoubleV,Mon Feb 29 00:40:27 IST 2016,rt box ib122 tomorrow
AndiDoubleV,Mon Feb 29 00:40:01 IST 2016, get ready for the fire type ass destroying gym leader that is misty 
AndiDoubleV,Sun Feb 28 19:30:33 IST 2016,rt  walking into the club like 
AndiDoubleV,Sun Feb 28 03:07:06 IST 2016, emerald
AndiDoubleV,Sat Feb 27 20:31:26 IST 2016, mine was torchic because i wasnt allowed to have a pokemon game until i was 10 then my second starter was charmander
AndiDoubleV,Sat Feb 27 00:45:21 IST 2016, freecodefriday a sabre tooth or my mother because she can stare down any beastie
AndiDoubleV,Fri Feb 26 22:40:55 IST 2016,rt  retweet if you’re excited about pokemonsunmoon  
AndiDoubleV,Wed Feb 24 02:29:24 IST 2016, dude if ever in a diarrhetic miss-hap of toilet experiences to the point of agony bob ross can play a well supporting role
AndiDoubleV,Wed Feb 24 02:26:31 IST 2016, that was a close call you could have pooped yourself
AndiDoubleV,Sat Feb 20 12:46:18 IST 2016, i dont like sports but i love sportsball
AndiDoubleV,Tue Feb 09 04:11:15 IST 2016, very annoyed considering youve just ditched mac users
AndiDoubleV,Sun Feb 07 03:17:19 IST 2016,  same uber-dissapointment icecream
AndiDoubleV,Fri Feb 05 04:38:57 IST 2016, star trek online news 6th year anniversary and they are pulling mac support and basically gave us like a fuck you about it
AndiDoubleV,Fri Feb 05 03:46:11 IST 2016,when  screws you over so you lose all faith in the franchise macusersgetfuckedbygamedevs
AndiDoubleV,Fri Feb 05 03:35:23 IST 2016, 
AndiDoubleV,Fri Feb 05 03:02:47 IST 2016, this makes me very angry and i feel abandoned disappointment considering how much i was going to spend for my birthday
AndiDoubleV,Wed Feb 03 15:50:28 IST 2016, 52 episodes i cant wait lol im just joshing cant wait for the others 11  it is nice to have you guys back
AndiDoubleV,Wed Feb 03 02:12:22 IST 2016,have the anniversary giveaways stopped yet
AndiDoubleV,Tue Feb 02 00:15:40 IST 2016,rt  its been one year since you were taken from us not a day goes by where i dont miss you 3 you bud 
AndiDoubleV,Mon Feb 01 15:22:47 IST 2016,rt  this mushroom be all like fuck your standards i wanna be a four leaf clover 
AndiDoubleV,Sun Jan 31 06:42:57 IST 2016, well you did tell   he could be host i saw the tweet
AndiDoubleV,Sat Jan 30 05:18:44 IST 2016, did you know minecraft was on the wii-u or have i just missed the news update dec 17 apparently
AndiDoubleV,Sat Jan 30 00:38:36 IST 2016, when i still cant select a ship and this is still happening since update/ cant play event cheers 
AndiDoubleV,Fri Jan 29 22:01:10 IST 2016, im more worried about actually being able to access my ships rather than omega particles
AndiDoubleV,Fri Jan 29 03:38:30 IST 2016, its great when you release a new update just not when it breaks my game  disappointing because i want to participate
AndiDoubleV,Fri Jan 29 01:43:31 IST 2016, have you been aware of the issue of not being able to select ship  being kicked into your shuttle
AndiDoubleV,Wed Jan 27 04:38:59 IST 2016, living in a house with 6 other people is no encouragement either
AndiDoubleV,Wed Jan 27 04:21:09 IST 2016,rt    you better actually do this otherwise im gonna be disappointed
AndiDoubleV,Tue Jan 26 04:52:19 IST 2016,rt  we have engaged the borg stateofemergencyin5words startrek 
AndiDoubleV,Mon Jan 25 20:54:40 IST 2016, same
AndiDoubleV,Mon Jan 25 17:30:15 IST 2016, mkms
AndiDoubleV,Mon Jan 25 17:16:38 IST 2016,i 1/2 sped box podcast and  sounds like 
AndiDoubleV,Mon Jan 18 17:59:38 IST 2016,when your dream self goes back in time to make trick bets with  on when halo 5 would be released before halo 4 had
AndiDoubleV,Sun Jan 17 06:22:47 IST 2016, will there ever be a phoenix related gift for firstcontactday
AndiDoubleV,Sun Jan 17 06:02:59 IST 2016,rt  star trek voyager set sail 21 years ago to this day what an intrepid little ship 
AndiDoubleV,Thu Jan 14 21:13:55 IST 2016,rt  have your say on the state of stigma – take the 2016 survey make sure your voice is heard  https…
AndiDoubleV,Sun Jan 10 20:22:42 IST 2016, when will we see a monument of pimps lets play 
AndiDoubleV,Thu Jan 07 22:26:13 IST 2016,mistersir isnt it still crazy how long its been since scrubs was the antisir
AndiDoubleV,Thu Jan 07 20:15:53 IST 2016,its a shame  is not playable on the  one
AndiDoubleV,Thu Jan 07 20:13:54 IST 2016, we/i need a companion app that just pulls the duty officer/armada/rd lists so i can sto-on-the-go
AndiDoubleV,Thu Jan 07 20:08:37 IST 2016,rt  celebrate s birthday retweet/like in the next 48 hours for a chance to win  htt…
AndiDoubleV,Thu Jan 07 02:45:00 IST 2016,rt nae guys are really hurt over the wastehistime2016 hashtag  all like  this is why yall single 
AndiDoubleV,Wed Jan 06 18:02:48 IST 2016,rt  hunter s thompson put it better than me oregonunderattack 
AndiDoubleV,Tue Jan 05 02:22:31 IST 2016,i like many in this world am a hypocrite do as i say not as i do
AndiDoubleV,Wed Dec 30 21:19:09 IST 2015, spinning water galaxies
AndiDoubleV,Fri Dec 25 17:08:58 IST 2015, merry christmas  fuck you tyler 😄 sportsball
AndiDoubleV,Fri Dec 25 17:07:18 IST 2015,merry xmas 2 those that keep me laughing all year  spec    keep on
