username,time,tweet
_SC0RN3D__V1X3N,Tue Mar 22 05:29:59 IST 2016,rt 9wesfamily make a living doing what you love giftsandtalents
_SC0RN3D__V1X3N,Tue Mar 22 05:27:47 IST 2016, what was just witnessed by idf was absolutely heartless he was blind folded and bound then shot for no reason aipac2016
_SC0RN3D__V1X3N,Tue Mar 22 05:27:06 IST 2016, im a humanist so i prefer to think that people shouldnt rely on god but their own concious/heart aipac201
_SC0RN3D__V1X3N,Tue Mar 22 05:24:45 IST 2016,mccall really if you think about it were both allegedly here
_SC0RN3D__V1X3N,Tue Mar 22 05:23:27 IST 2016,mccall 😂😂😂😂😂😂 bio win
_SC0RN3D__V1X3N,Tue Mar 22 05:22:10 IST 2016,rt mccall sc0rn3dv1x3n i forget it so many times might update bio to say all tweets are preceded by the word allegedly 😂
_SC0RN3D__V1X3N,Tue Mar 22 05:19:58 IST 2016,mccall hey i remembered allegedly at least bahaha
_SC0RN3D__V1X3N,Tue Mar 22 05:18:33 IST 2016,rt  politics is essentially readin a quote from adolf hitler and bein 100 convinced its talkin bout the other party
_SC0RN3D__V1X3N,Tue Mar 22 05:15:14 IST 2016,you havent lived until youve helped someone troll by proxy allegedly
_SC0RN3D__V1X3N,Tue Mar 22 05:14:11 IST 2016,rt  heartbreaking 
_SC0RN3D__V1X3N,Tue Mar 22 05:07:42 IST 2016, theres room for all sides to lie i cant support someone who instigates via black ops then cries about retaliation
_SC0RN3D__V1X3N,Tue Mar 22 05:05:17 IST 2016,rt  black people twice as likely to be arrested for pot in colorado and washington — where it’s legal 
_SC0RN3D__V1X3N,Tue Mar 22 05:04:59 IST 2016,  that doesnt make it a lie if you read ppo to the un just made it up and launched complaints to un then
_SC0RN3D__V1X3N,Tue Mar 22 05:00:28 IST 2016,   is this defending themselves aipac2016 
_SC0RN3D__V1X3N,Tue Mar 22 04:57:08 IST 2016, how are you today
_SC0RN3D__V1X3N,Tue Mar 22 04:56:52 IST 2016,rt  funny hearing cruz talk about reagan he gave missiles to iran as well as money aipac
_SC0RN3D__V1X3N,Tue Mar 22 04:55:58 IST 2016,  they arent rumors i just linked a story about israel forcibly mutilating dead palestinians harvesting organs
_SC0RN3D__V1X3N,Tue Mar 22 04:53:05 IST 2016,defending themselves by dressing up as women  murdering families who havent done anything but tried to survive 
_SC0RN3D__V1X3N,Tue Mar 22 04:46:22 IST 2016,case in point thanks  
_SC0RN3D__V1X3N,Tue Mar 22 04:42:43 IST 2016,dear  why dont you talk about the night raid operations and horrific war crimes committed by israel to palestinians aipac2016
_SC0RN3D__V1X3N,Tue Mar 22 04:41:19 IST 2016,they also used to openly kiss saudi ass no matter how many times it was made known what the saudis were really up to
_SC0RN3D__V1X3N,Tue Mar 22 04:40:19 IST 2016,rt  donald trump at aipac2016 we will move the us embassy to jerusalem  
_SC0RN3D__V1X3N,Tue Mar 22 04:40:10 IST 2016,rt usa nyc recruitment info event join us march 24 learn about life in the field- bring your qs  
_SC0RN3D__V1X3N,Tue Mar 22 04:39:46 IST 2016,didnt take long for the israel bs aipac2016
_SC0RN3D__V1X3N,Tue Mar 22 04:27:08 IST 2016,rt  breaking fbi says it may have found method to unlock san bernardino attackers iphone
_SC0RN3D__V1X3N,Tue Mar 22 04:26:51 IST 2016,rt  as they should 
_SC0RN3D__V1X3N,Tue Mar 22 04:24:18 IST 2016,mccall  bad influence lmao
_SC0RN3D__V1X3N,Tue Mar 22 04:23:40 IST 2016,leolaporte my friend wants to know if youre ready to get up close  personal with the staff at the airport prior to your trip comment
_SC0RN3D__V1X3N,Tue Mar 22 04:21:37 IST 2016,rt  the best shit  saw at sxsw 2016  
_SC0RN3D__V1X3N,Tue Mar 22 04:20:30 IST 2016,  and yet its going to remain relevant all year long which speaks volumes
_SC0RN3D__V1X3N,Tue Mar 22 04:17:35 IST 2016,just going to keep linking this  
_SC0RN3D__V1X3N,Tue Mar 22 04:17:04 IST 2016,rt  the road to the mountain mount drum alaska | photo by benjamin everett  on ig 
_SC0RN3D__V1X3N,Tue Mar 22 04:16:45 IST 2016,rt  voices from the border a conflicted republican on donald trumps call for a border wall  https//…
_SC0RN3D__V1X3N,Tue Mar 22 04:15:18 IST 2016,yeah okay 
_SC0RN3D__V1X3N,Tue Mar 22 04:14:18 IST 2016,must go 
_SC0RN3D__V1X3N,Tue Mar 22 04:11:11 IST 2016,rt  breaking federal court rules prison gerrymandering unconstitutional  
_SC0RN3D__V1X3N,Tue Mar 22 04:10:51 IST 2016,rt  senate proposal on encryption gives judges broad powers 
_SC0RN3D__V1X3N,Tue Mar 22 04:08:42 IST 2016,padresj also care to comment on your removal from the jesuit directory
_SC0RN3D__V1X3N,Tue Mar 22 04:07:52 IST 2016,padresj please tell me what is it like to work for a misogynistic pig promoting bloatware like you do do you sleep at night
_SC0RN3D__V1X3N,Tue Mar 22 03:42:53 IST 2016,mccall 17 win  block just waiting on mister i cant see the wires run to catch up
_SC0RN3D__V1X3N,Tue Mar 22 03:28:37 IST 2016,seriously 
_SC0RN3D__V1X3N,Tue Mar 22 03:20:09 IST 2016,rt   hatch and rest of gop senators have no leg to stand on w/ this bork reference grow up vote
_SC0RN3D__V1X3N,Tue Mar 22 03:19:58 IST 2016,rt  the single worst argument against confirming merrick garland  
