username,time,tweet
mrcolmcrowley,Tue Mar 01 05:29:54 IST 2016,every fella in a long term relationship who wasnt proposed to right about now leapday 
mrcolmcrowley,Mon Feb 29 22:10:40 IST 2016,rt  
mrcolmcrowley,Mon Feb 29 15:42:31 IST 2016,county boards letting down club players againwith the 2 proposals that would of helped 
mrcolmcrowley,Sun Feb 28 23:18:53 IST 2016,which would you rather have in goals for your team rt for inanimate beach ball fav for mingolet 
mrcolmcrowley,Sun Feb 28 22:19:26 IST 2016,rt  
mrcolmcrowley,Sun Feb 28 04:51:51 IST 2016,rt  last video from todays fitzgibbon cup final see mary i beat ul after extra-extra time  …
mrcolmcrowley,Sun Feb 28 04:20:42 IST 2016,rt  delighted to play a small part in  victory great group of lads   
mrcolmcrowley,Sun Feb 28 03:46:29 IST 2016,  road trip 
mrcolmcrowley,Sun Feb 28 03:41:24 IST 2016,rt   and myself might make a trip up alright what ya think colm 😂 
mrcolmcrowley,Sun Feb 28 02:08:59 IST 2016,still coming to terms with the fitzgibboncup final today between gaa and  was a game and a half literally hurlingwins
mrcolmcrowley,Sun Feb 28 01:17:49 IST 2016,there is something eerily satisfying about michael odonnells name being in red redarmy communismisaliveandnotwell 
mrcolmcrowley,Sat Feb 27 22:49:20 IST 2016,fitzgibboncup serves up a classic for the ages
mrcolmcrowley,Sat Feb 27 22:28:58 IST 2016,  missing a classic
mrcolmcrowley,Sat Feb 27 22:14:12 IST 2016,  i hope ye have set aside enough time for the highlights cracking extra time as well
mrcolmcrowley,Sat Feb 27 21:58:53 IST 2016,rt tweets the most rewarding part was when he gave me my money 
mrcolmcrowley,Sat Feb 27 21:54:56 IST 2016,  let the ball drop in this one
mrcolmcrowley,Sat Feb 27 20:47:45 IST 2016,rt keithraymond congrats to     on their win with  hurlers today fergal maher cup champi…
mrcolmcrowley,Sat Feb 27 17:18:34 IST 2016,throw back to the 2005 ryan cup win some legends in this picture 
mrcolmcrowley,Sat Feb 27 17:15:13 IST 2016,next up is  in the fergal maher final at 2pm hoping the alma mater can get the business done bringinghurlingtothepeople
mrcolmcrowley,Sat Feb 27 17:13:39 IST 2016,unfortunate result for  yesterday but the lads will be back stronger next year onwardsandupwards
mrcolmcrowley,Sat Feb 27 17:11:10 IST 2016,rt  change of scenery suiting yours truly down to the ground here in cork 20 tinder matches in 5 mins whatsup
mrcolmcrowley,Sat Feb 27 08:32:39 IST 2016,rt  a man walks about 7 slower when with wives or girlfriends and speeds up when with other men
mrcolmcrowley,Sat Feb 27 03:58:03 IST 2016,possible options to the  decision to change age group of minor in 2018 gaacongress16 gaa 
mrcolmcrowley,Fri Feb 26 16:38:22 IST 2016,rt  this mornings first casualty from the junior infants in  cc 
