username,time,tweet
monkzach,Sun Sep 01 05:29:46 IST 2013,well i struck out at the bars gonna find a woman on the street i guess yeehaw
monkzach,Sun Sep 01 05:09:14 IST 2013,gonna fine me a future wife tonight letsgo
monkzach,Sun Sep 01 04:28:26 IST 2013,he almost made it all night lololol  
monkzach,Sun Sep 01 03:44:52 IST 2013,so drunk in a bar in iowa city and i dont know anyone here awesome hilarious
monkzach,Sat Aug 31 22:34:52 IST 2013,and   better be ready to shot gun a beer with me when i get their
monkzach,Sat Aug 31 22:23:14 IST 2013,well i gave in  iowa city bound letsgo
monkzach,Sat Aug 31 21:01:47 IST 2013,hosch i wish i was but oh god im sure she was in good condition
monkzach,Sat Aug 31 20:44:01 IST 2013,kinda bummed im not going to ic now / gonna be a boring night
monkzach,Fri Aug 30 21:31:17 IST 2013,rt  the wait is almost over tomorrow is the day gameday
monkzach,Fri Aug 30 10:01:48 IST 2013,  cause theres gone for good  theres good  gone  theres gone with a long before it 
monkzach,Fri Aug 30 09:56:58 IST 2013,  this might not be good
monkzach,Fri Aug 30 09:34:11 IST 2013, but these days gone can mean so many things cause theres gone for good  theres good  gone  theres gone with a long before it
monkzach,Fri Aug 30 08:53:45 IST 2013,i heard the door slam and i couldnt tell was it just the wind or was she mad again  oh hell shes gettin in her car 
monkzach,Fri Aug 30 08:11:09 IST 2013,rt  
monkzach,Fri Aug 30 06:22:14 IST 2013,rt  whos gonna keep the tradition going    stink bait
monkzach,Fri Aug 30 00:43:53 IST 2013,fuck friday classes im m town bound
monkzach,Thu Aug 29 11:17:20 IST 2013,16 hours and 12 minutes till college football yes
monkzach,Thu Aug 29 08:39:54 IST 2013, haha definitely collegeprobs
monkzach,Thu Aug 29 08:32:20 IST 2013,my grandma deleted me off of facebook ouch probs didnt like the pics /
monkzach,Thu Aug 29 08:23:37 IST 2013,good ole days dont wash away just like that georgia clay greattune
monkzach,Thu Aug 29 05:35:01 IST 2013,franz waiting for   to get off of work
monkzach,Wed Aug 28 20:53:48 IST 2013,rt  its almost gameday
monkzach,Wed Aug 28 09:01:57 IST 2013, love the twit pic bro lolol
monkzach,Tue Aug 27 20:05:48 IST 2013,definitely not the news i wanted to hear to start the day 
monkzach,Tue Aug 27 09:23:02 IST 2013, crazy hoe wants boyds weiner but boyd doesnt want anything to do with it  i give her props though cause she aint givin up
monkzach,Tue Aug 27 09:19:55 IST 2013,boyds stalker is taking stalking to a whole new level now holyshit
monkzach,Tue Aug 27 07:35:29 IST 2013,now the last song i remember from the keith urban concert before i almost died is on letsgo
monkzach,Tue Aug 27 07:18:29 IST 2013,now walking on sunshine is blaring  theyrekillinithere
monkzach,Tue Aug 27 07:17:35 IST 2013,unwritten just came on the radio in the way overpriced chinese restraunt me and sam are eating in clutch
monkzach,Tue Aug 27 04:35:25 IST 2013, s stalker has sent him literally 20 texts and 10 snaps in the last 2 hours  sam has responded to zero of them
monkzach,Mon Aug 26 18:50:42 IST 2013,this weekend was just down right ruthless
monkzach,Mon Aug 26 17:56:36 IST 2013,talked my self into driving back to cr for class today  shit
monkzach,Mon Aug 26 07:56:51 IST 2013,i played for the monti cubs tonight which means im drunk and not going to school tomorrow
monkzach,Sun Aug 25 20:20:22 IST 2013,was suppose to go to my cousins wedding last night didnt make it their and ended up passed out on the floor at 8 rookiemistake ashamed
monkzach,Sat Aug 24 21:52:58 IST 2013,jay just raped a butterfly with his arm out of the truck going 70 mph hilarious
monkzach,Sat Aug 24 21:52:05 IST 2013,rt  just murdered a butterfly arm out the window straightclothesline
monkzach,Sat Aug 24 09:21:46 IST 2013,yes  2011 krummy 
monkzach,Sat Aug 24 02:14:22 IST 2013,just heard unwritten on the radio lolol  oursong goodoldnatasha
monkzach,Sat Aug 24 01:44:19 IST 2013,following school buses
monkzach,Fri Aug 23 23:52:16 IST 2013,rt  first kegger at kwood and this is what happens still a fun night tho 
monkzach,Fri Aug 23 12:25:22 IST 2013,the ones that got away  clutch 
monkzach,Fri Aug 23 12:07:12 IST 2013,rt  got out of a ticket tonight thank god fuckingcops   sorry 
monkzach,Fri Aug 23 08:37:00 IST 2013,  kkk did you ask the guy
monkzach,Fri Aug 23 08:32:34 IST 2013,da fuq you guys at  
monkzach,Fri Aug 23 04:29:51 IST 2013,slammed two energy shots a half hour ago and im already on the crash stage fackkkk
monkzach,Fri Aug 23 00:56:08 IST 2013, they just rounded up a little bit nobiggie
monkzach,Thu Aug 22 06:25:34 IST 2013,the man the legend the doyle 
monkzach,Wed Aug 21 23:57:43 IST 2013,time to go hoop so i dont get fat
monkzach,Wed Aug 21 08:13:02 IST 2013,missin my boys back home      kennebeck  kromminga
